3  4460.32	2.974674e-01	7.004597e+01	-6.870536e-01	-1.490025e-01	7.024816e-01	
1  4277.53	2.979318e-01	7.011524e+01	-5.800813e-01	-5.384956e-01	7.020173e-01	
1  284.159	2.977281e-01	7.012840e+01	-7.847234e-01	-5.229017e-01	7.022210e-01	
4  235.056	2.971670e-01	7.030733e+01	-8.706178e-01	-8.960463e-01	7.027824e-01	
1  62.2005	2.976184e-01	7.020020e+01	-7.522259e-01	-1.009479e+00	7.023308e-01	
5  20.4984	3.011848e-01	7.002556e+01	-8.521033e-01	-6.443023e-01	6.987642e-01	
75  1.31489	3.030059e-01	6.991146e+01	-9.570769e-01	-2.111685e-01	6.969429e-01	
40  3.53764	3.011846e-01	6.961569e+01	-1.010847e+00	1.164188e-01	6.987637e-01	
69  4.02806	3.019215e-01	6.974255e+01	-1.033941e+00	1.669027e-01	6.980271e-01	
50  3.83529	3.080136e-01	6.998261e+01	-1.021065e+00	-7.544469e-02	6.919353e-01	
384  4.78254	3.091566e-01	6.996027e+01	-9.396647e-01	-4.445487e-01	6.907923e-01	
26  4.48265	3.071415e-01	6.973560e+01	-1.011390e+00	-5.437565e-04	6.928071e-01	
29  6.06044	3.034180e-01	7.004374e+01	-1.034581e+00	8.639637e-02	6.965310e-01	
24  1.16294	3.056441e-01	6.973431e+01	-9.892285e-01	-8.006972e-02	6.943044e-01	
138  2.00406	3.061229e-01	6.960774e+01	-9.443018e-01	-1.945931e-01	6.938255e-01	
295  2.17119	3.057480e-01	6.954282e+01	-9.376805e-01	-1.904861e-01	6.942002e-01	
139  1.83116	3.038404e-01	6.967304e+01	-9.825163e-01	-2.601170e-02	6.961081e-01	
123  2.51572	3.035810e-01	6.932035e+01	-8.968602e-01	-2.639051e-01	6.963669e-01	
73  1.90783	3.021879e-01	6.954255e+01	-9.152505e-01	-2.311036e-01	6.977604e-01	
94  3.15238	3.055881e-01	6.924033e+01	-9.209243e-01	-1.608913e-01	6.943597e-01	
13  5.79185	3.045939e-01	6.914720e+01	-9.616146e-01	1.667184e-02	6.953537e-01	
343  4.60955	3.077990e-01	6.891664e+01	-8.732110e-01	-2.904396e-01	6.921483e-01	
119  4.13519	3.057997e-01	6.918098e+01	-9.418428e-01	-7.419206e-02	6.941480e-01	
57  3.00564	3.059870e-01	6.927759e+01	-9.459785e-01	-9.204553e-02	6.939608e-01	
77  1.60563	3.087951e-01	6.927803e+01	-9.073456e-01	-3.160440e-01	6.911528e-01	
557  1.86835	3.092555e-01	6.951130e+01	-9.172557e-01	-3.519549e-01	6.906927e-01	
362  1.78159	3.071041e-01	6.930244e+01	-9.343642e-01	-1.732041e-01	6.928438e-01	
110  2.63147	3.019290e-01	6.957597e+01	-9.982721e-01	7.453700e-02	6.980193e-01	
11  2.49832	3.004695e-01	6.991102e+01	-9.633513e-01	-1.467351e-01	6.994793e-01	
64  0.623739	3.028328e-01	6.970785e+01	-9.475439e-01	-1.611635e-01	6.971157e-01	
535  3.27595	3.021818e-01	7.010906e+01	-9.783728e-01	-1.917003e-01	6.977673e-01	
142  2.69176	3.010224e-01	7.007764e+01	-9.543424e-01	-2.105166e-01	6.989267e-01	
18  1.74597	2.995948e-01	7.003745e+01	-1.013578e+00	7.079065e-02	7.003542e-01	
80  0.349208	2.974809e-01	7.009674e+01	-1.027078e+00	1.174653e-01	7.024682e-01	
268  0.42345	3.003257e-01	6.995494e+01	-9.998739e-01	-5.419850e-03	6.996232e-01	
612  0.156709	3.020535e-01	6.981999e+01	-9.699667e-01	-9.966995e-02	6.978952e-01	
119  0.507028	3.020847e-01	7.005322e+01	-9.880548e-01	-1.012697e-01	6.978643e-01	
35  0.676228	2.999501e-01	6.984257e+01	-9.667336e-01	-8.604414e-02	6.999986e-01	
234  0.645614	3.003457e-01	6.974135e+01	-9.575364e-01	-8.550879e-02	6.996029e-01	
42  0.629502	3.026438e-01	6.980657e+01	-9.997662e-01	4.876180e-03	6.973048e-01	
191  0.942663	3.045641e-01	6.955798e+01	-9.338055e-01	-1.997545e-01	6.953842e-01	
15  2.31622	3.055153e-01	6.977323e+01	-9.737993e-01	-1.711941e-01	6.944333e-01	
26  1.69783	3.048276e-01	7.000111e+01	-1.012383e+00	-4.164419e-02	6.951213e-01	
24  4.44842	3.063819e-01	6.984819e+01	-1.002659e+00	-4.318111e-02	6.935669e-01	
14  3.63011	3.021787e-01	7.011014e+01	-1.060613e+00	1.320170e-01	6.977704e-01	
373  0.94435	3.044006e-01	7.002406e+01	-9.920432e-01	-1.276704e-01	6.955483e-01	
40  0.826659	3.005553e-01	7.005870e+01	-9.996628e-01	-1.377872e-02	6.993937e-01	
241  0.367612	2.992949e-01	7.022237e+01	-1.025282e+00	4.992148e-02	7.006544e-01	
193  1.28174	2.984083e-01	7.034946e+01	-1.066904e+00	1.829615e-01	7.015412e-01	
295  2.01703	3.010510e-01	7.012761e+01	-1.056334e+00	1.523259e-01	6.988981e-01	
11  0.374997	3.010456e-01	7.000703e+01	-1.014191e+00	3.642204e-02	6.989033e-01	
41  1.72253	3.023480e-01	7.017224e+01	-9.859088e-01	-1.467098e-01	6.976012e-01	
36  4.91611	3.027147e-01	7.000136e+01	-9.633054e-01	-1.584591e-01	6.972343e-01	
38  5.25311	3.018180e-01	6.999013e+01	-9.293926e-01	-2.822275e-01	6.981309e-01	
23  4.23451	3.027856e-01	6.967360e+01	-9.520867e-01	-1.767490e-01	6.971629e-01	
64  1.22323	3.035126e-01	6.995000e+01	-9.853533e-01	-1.315306e-01	6.964363e-01	
39  3.34736	3.019933e-01	6.979566e+01	-9.673516e-01	-6.853375e-02	6.979553e-01	
61  0.251426	3.004982e-01	6.986546e+01	-9.719396e-01	-7.307863e-02	6.994505e-01	
11  0.38799	2.994881e-01	6.987581e+01	-9.771014e-01	-3.269553e-02	7.004607e-01	
139  0.399875	3.014827e-01	6.996114e+01	-9.740766e-01	-1.173464e-01	6.984662e-01	
248  0.266135	2.984852e-01	7.001855e+01	-1.011011e+00	7.173076e-02	7.014638e-01	
306  0.411743	2.990190e-01	7.011305e+01	-1.004877e+00	1.509447e-02	7.009300e-01	
21  1.49964	3.024091e-01	7.009542e+01	-1.032529e+00	3.129282e-02	6.975399e-01	
12  3.18943	3.009623e-01	7.004083e+01	-9.837240e-01	-6.123116e-02	6.989866e-01	
