2  2471.71	2.964198e-01	6.975256e+01	-8.178321e-01	1.483441e-01	7.035288e-01	
2  1753.58	2.963858e-01	6.957348e+01	-8.804263e-01	2.920029e-01	7.035625e-01	
20  11.6265	3.002834e-01	6.975506e+01	-1.066043e+00	3.276315e-01	6.996652e-01	
113  7.5723	2.961436e-01	6.978905e+01	-9.283794e-01	-1.616285e-01	7.038050e-01	
23  7.8144	2.946260e-01	6.949189e+01	-9.288483e-01	-4.427674e-02	7.053221e-01	
216  9.70772	2.930397e-01	6.937330e+01	-9.416450e-01	6.027555e-02	7.069083e-01	
23  12.3922	2.963617e-01	6.919430e+01	-9.723878e-01	1.530202e-01	7.035860e-01	
2  16.0431	2.978530e-01	6.892802e+01	-8.306667e-01	-2.617530e-01	7.020943e-01	
3  12.2653	3.006583e-01	6.925358e+01	-8.498573e-01	-3.213287e-01	6.992896e-01	
18  11.7572	3.009970e-01	6.923358e+01	-8.941463e-01	-1.448767e-01	6.989508e-01	
55  11.1021	3.032129e-01	6.954812e+01	-8.967557e-01	-3.782371e-01	6.967354e-01	
2  8.75446	3.078634e-01	6.964987e+01	-9.063544e-01	-4.770295e-01	6.920850e-01	
42  6.96649	3.028042e-01	6.941808e+01	-8.555481e-01	-4.332962e-01	6.971439e-01	
19  8.88285	3.014827e-01	6.931869e+01	-8.603514e-01	-3.824474e-01	6.984652e-01	
12  4.49347	3.052485e-01	6.963837e+01	-9.281610e-01	-3.100673e-01	6.946999e-01	
57  1.65021	3.047628e-01	6.982117e+01	-9.959423e-01	-7.658978e-02	6.951858e-01	
407  0.538251	3.020470e-01	6.969792e+01	-9.812544e-01	-1.926018e-02	6.979015e-01	
426  0.536904	2.998179e-01	6.974382e+01	-9.799238e-01	1.688149e-03	7.001306e-01	
5  1.93135	2.987192e-01	6.956649e+01	-9.658172e-01	2.194875e-02	7.012291e-01	
129  1.00148	3.003253e-01	6.977142e+01	-9.749357e-01	-1.822017e-02	6.996233e-01	
190  1.66633	2.991593e-01	6.987715e+01	-9.483487e-01	-1.404208e-01	7.007895e-01	
