1  1160.27	3.010222e-01	7.019632e+01	-1.196402e+00	-1.089874e-01	6.989270e-01	
3  407.411	3.019581e-01	7.031103e+01	-1.119081e+00	-1.328575e-01	6.979913e-01	
4  289.489	3.031918e-01	7.023320e+01	-1.170800e+00	1.620495e-01	6.967575e-01	
40  14.2392	3.024523e-01	7.008631e+01	-1.123871e+00	3.980370e-01	6.974968e-01	
7  8.97722	3.013781e-01	7.016971e+01	-1.110667e+00	3.159711e-01	6.985711e-01	
93  5.46641	3.027279e-01	7.008372e+01	-1.072583e+00	2.073005e-01	6.972211e-01	
74  1.8615	3.007473e-01	7.037094e+01	-1.042771e+00	1.707766e-02	6.992022e-01	
238  2.31402	3.020659e-01	7.014809e+01	-1.037556e+00	7.493587e-02	6.978832e-01	
143  1.57997	3.014860e-01	7.032670e+01	-1.015312e+00	-8.096031e-02	6.984634e-01	
134  1.59945	2.989169e-01	7.022018e+01	-9.856468e-01	-9.223355e-02	7.010324e-01	
261  0.51735	3.031185e-01	6.987194e+01	-9.898468e-01	-7.361478e-02	6.968302e-01	
181  0.532688	3.037592e-01	6.983362e+01	-9.715147e-01	-1.248962e-01	6.961894e-01	
224  2.98403	3.039869e-01	6.939523e+01	-9.272507e-01	-1.978909e-01	6.959611e-01	
5  1.35533	3.072927e-01	6.972606e+01	-9.762712e-01	-1.636528e-01	6.926558e-01	
99  1.1953	3.042343e-01	6.960685e+01	-9.660306e-01	-1.102203e-01	6.957140e-01	
17  2.38082	3.039581e-01	6.951915e+01	-9.110741e-01	-2.890151e-01	6.959901e-01	
127  1.18466	3.051343e-01	6.947004e+01	-9.175348e-01	-2.615177e-01	6.948138e-01	
104  2.52856	3.058321e-01	6.991985e+01	-9.403076e-01	-3.317483e-01	6.941167e-01	
101  1.34795	3.056736e-01	6.965763e+01	-9.244734e-01	-3.026605e-01	6.942748e-01	
77  1.40045	3.045363e-01	6.969683e+01	-9.566414e-01	-1.450744e-01	6.954122e-01	
22  2.47874	3.009056e-01	6.984138e+01	-1.025678e+00	1.076915e-01	6.990431e-01	
121  1.92825	3.000313e-01	6.990202e+01	-9.703892e-01	-1.057861e-01	6.999175e-01	
51  1.2469	3.009025e-01	6.974749e+01	-1.003413e+00	7.201745e-02	6.990461e-01	
317  1.65216	3.003509e-01	6.972927e+01	-9.915783e-01	2.333509e-02	6.995976e-01	
55  2.83446	3.041773e-01	6.955998e+01	-9.440429e-01	-1.343693e-01	6.957709e-01	
74  4.26597	3.077856e-01	6.952617e+01	-8.763231e-01	-4.867170e-01	6.921626e-01	
135  2.69681	3.032389e-01	6.960416e+01	-9.925092e-01	6.257126e-03	6.967095e-01	
288  3.65401	3.003973e-01	6.930991e+01	-9.057517e-01	-1.654415e-01	6.995506e-01	
84  1.40893	3.017693e-01	6.945918e+01	-9.376893e-01	-1.124371e-01	6.981788e-01	
75  1.52932	3.043499e-01	6.940507e+01	-9.319891e-01	-1.774582e-01	6.955982e-01	
115  3.13307	3.040922e-01	6.920290e+01	-8.950000e-01	-2.262961e-01	6.958556e-01	
83  2.22207	2.996895e-01	6.958722e+01	-9.378543e-01	-9.230621e-02	7.002589e-01	
555  0.798498	2.997311e-01	6.972546e+01	-9.596901e-01	-7.011434e-02	7.002175e-01	
101  1.0746	3.020082e-01	6.972289e+01	-9.983564e-01	3.222362e-02	6.979403e-01	
297  1.73271	3.043019e-01	6.982926e+01	-1.012215e+00	1.452597e-04	6.956468e-01	
22  1.90995	3.057777e-01	6.962135e+01	-9.446514e-01	-1.906848e-01	6.941707e-01	
5  1.25765	3.060014e-01	6.968767e+01	-9.842575e-01	-9.294373e-02	6.939471e-01	
67  2.47565	3.036260e-01	6.953995e+01	-9.857095e-01	2.186221e-02	6.963223e-01	
370  0.8109	3.038616e-01	6.951664e+01	-9.494660e-01	-1.286860e-01	6.960866e-01	
208  1.65828	3.031668e-01	6.952889e+01	-9.772259e-01	-1.465356e-02	6.967814e-01	
162  1.06978	3.011531e-01	6.979399e+01	-9.869302e-01	5.060548e-03	6.987956e-01	
1  0.799493	3.005884e-01	6.965374e+01	-9.519738e-01	-8.759363e-02	6.993600e-01	
195  0.699479	3.017486e-01	6.966609e+01	-9.800309e-01	-9.833363e-03	6.981998e-01	
560  2.83389	3.000499e-01	6.936694e+01	-9.251790e-01	-9.736703e-02	6.998981e-01	
55  2.3736	3.003305e-01	6.980504e+01	-9.834081e-01	-3.828322e-02	6.996181e-01	
90  1.34697	2.999886e-01	6.967172e+01	-9.891340e-01	5.794800e-02	6.999599e-01	
134  0.865969	3.003618e-01	6.964785e+01	-9.692659e-01	-1.521023e-02	6.995866e-01	
263  1.84959	2.967030e-01	6.986887e+01	-9.595515e-01	-4.568548e-02	7.032457e-01	
42  2.10685	3.001908e-01	7.002884e+01	-1.005181e+00	3.357029e-02	6.997581e-01	
101  0.486431	2.981201e-01	6.993755e+01	-9.811803e-01	-1.696944e-02	7.018287e-01	
349  0.396301	3.004949e-01	6.995820e+01	-9.760917e-01	-8.204974e-02	6.994540e-01	
53  4.38806	3.017936e-01	7.052155e+01	-1.018126e+00	-1.531708e-01	6.981561e-01	
43  7.69398	2.997834e-01	7.048152e+01	-1.107461e+00	2.262778e-01	7.001662e-01	
185  5.41078	3.059717e-01	7.033341e+01	-1.062565e+00	1.768033e-02	6.939777e-01	
118  1.75872	3.041001e-01	7.006909e+01	-9.891965e-01	-1.330486e-01	6.958489e-01	
291  1.216	3.020927e-01	7.011045e+01	-9.855099e-01	-1.440680e-01	6.978564e-01	
196  1.66895	3.040248e-01	7.018724e+01	-1.015629e+00	-9.168300e-02	6.959244e-01	
17  6.06082	3.046297e-01	7.001977e+01	-1.070443e+00	1.517237e-01	6.953193e-01	
13  4.43211	3.060175e-01	7.003064e+01	-1.045096e+00	5.104560e-02	6.939314e-01	
6  3.70847	3.047792e-01	7.020121e+01	-1.053686e+00	5.291353e-02	6.951700e-01	
60  6.97395	3.065698e-01	7.013504e+01	-9.852007e-01	-2.928910e-01	6.933793e-01	
253  2.14355	3.044817e-01	7.005804e+01	-9.672187e-01	-2.313015e-01	6.954674e-01	
27  2.8715	3.068935e-01	7.008932e+01	-1.013345e+00	-1.345748e-01	6.930556e-01	
218  1.27022	3.053618e-01	7.001160e+01	-9.924937e-01	-1.448991e-01	6.945871e-01	
26  1.46841	3.037084e-01	6.999634e+01	-9.977463e-01	-6.580286e-02	6.962405e-01	
118  0.563732	3.028658e-01	7.000904e+01	-9.816821e-01	-1.321756e-01	6.970831e-01	
81  0.81523	3.024386e-01	6.997005e+01	-9.759535e-01	-1.444044e-01	6.975103e-01	
216  0.465345	3.020656e-01	6.987566e+01	-9.751145e-01	-1.093633e-01	6.978832e-01	
