6  1302.67	3.016427e-01	7.042847e+01	-1.009987e+00	4.413926e-01	6.983068e-01	
47  24.3467	3.006199e-01	7.059344e+01	-1.194245e+00	4.798021e-01	6.993299e-01	
76  12.2309	3.002869e-01	7.089133e+01	-1.180408e+00	4.080404e-01	6.996633e-01	
126  12.0746	3.003583e-01	7.107826e+01	-1.160920e+00	2.356513e-01	6.995922e-01	
5  11.2254	3.016554e-01	7.096770e+01	-1.133879e+00	2.019123e-01	6.982949e-01	
107  9.28306	3.035079e-01	7.079337e+01	-1.130581e+00	1.706790e-01	6.964422e-01	
47  6.80535	2.996504e-01	7.099256e+01	-1.109454e+00	1.268712e-01	7.002999e-01	
13  3.13519	2.933366e-01	7.074657e+01	-1.091420e+00	2.332937e-01	7.066134e-01	
10  2.35236	2.911933e-01	7.032131e+01	-1.016858e+00	1.374157e-01	7.087561e-01	
96  2.51782	2.890290e-01	7.059198e+01	-1.055793e+00	2.527152e-01	7.109208e-01	
127  5.67721	2.884392e-01	7.113308e+01	-1.108795e+00	2.859665e-01	7.115113e-01	
2  3.92325	2.901397e-01	7.063855e+01	-1.102766e+00	3.615683e-01	7.098101e-01	
110  4.70751	2.917721e-01	7.032858e+01	-1.083851e+00	3.430746e-01	7.081773e-01	
166  4.1837	2.924590e-01	7.065830e+01	-1.104909e+00	3.184707e-01	7.074909e-01	
817  2.17226	2.905287e-01	7.087683e+01	-1.098720e+00	2.996314e-01	7.094215e-01	
39  2.47	2.915022e-01	7.064531e+01	-1.108009e+00	3.795132e-01	7.084477e-01	
172  2.01161	2.907127e-01	7.060048e+01	-1.086204e+00	3.139225e-01	7.092371e-01	
98  1.95645	2.899003e-01	7.076124e+01	-1.086954e+00	2.969181e-01	7.100498e-01	
521  2.26992	2.887637e-01	7.070851e+01	-1.077652e+00	2.991033e-01	7.111862e-01	
7  2.23375	2.894009e-01	7.066582e+01	-1.068571e+00	2.737508e-01	7.105490e-01	
582  1.79844	2.924308e-01	7.041833e+01	-1.066529e+00	2.815543e-01	7.075187e-01	
136  1.65951	2.952034e-01	7.066783e+01	-1.087230e+00	2.329462e-01	7.047465e-01	
46  1.68393	2.959791e-01	7.046763e+01	-1.069802e+00	1.863407e-01	7.039705e-01	
188  0.579303	2.971670e-01	7.022126e+01	-1.007839e+00	1.563985e-02	7.027823e-01	
24  0.850552	2.995660e-01	7.023399e+01	-1.049807e+00	1.268140e-01	7.003833e-01	
71  0.349877	2.997168e-01	7.014810e+01	-1.030702e+00	7.986121e-02	7.002323e-01	
607  0.581387	2.963437e-01	7.007817e+01	-1.001084e+00	5.818103e-02	7.036053e-01	
58  5.97129	2.982151e-01	6.981006e+01	-9.632611e-01	-8.676235e-02	7.017335e-01	
38  1.01898	2.990571e-01	6.995816e+01	-9.760333e-01	-4.474750e-02	7.008917e-01	
497  0.537697	2.995406e-01	7.027885e+01	-1.019619e+00	-2.281807e-03	7.004087e-01	
32  0.660018	3.021204e-01	6.963879e+01	-9.720722e-01	-3.610074e-02	6.978280e-01	
31  1.79886	3.012348e-01	6.984565e+01	-9.505215e-01	-1.831865e-01	6.987139e-01	
51  2.3014	3.015494e-01	6.979249e+01	-9.755022e-01	-3.422926e-02	6.983992e-01	
