1	0.0205781	3.004981e-01	6.994818e+01	-9.920380e-01	-2.258706e-02	6.994508e-01
2	0.00917956	3.004584e-01	6.999762e+01	-9.999456e-01	-9.196709e-03	6.994905e-01
1	0.0738419	3.008153e-01	7.001478e+01	-9.951122e-01	-4.107060e-02	6.991337e-01
1	0.0551078	3.009477e-01	6.996567e+01	-9.893766e-01	-5.035840e-02	6.990012e-01
1	0.0563401	3.012560e-01	6.995292e+01	-9.881636e-01	-5.553375e-02	6.986928e-01
1	0.0406982	3.009079e-01	6.993340e+01	-9.864911e-01	-4.963652e-02	6.990409e-01
1	0.0121854	3.003562e-01	6.996757e+01	-9.929193e-01	-2.405477e-02	6.995927e-01
1	0.0642318	2.999484e-01	7.004329e+01	-9.977475e-01	-2.210580e-02	7.000006e-01
1	0.0499051	2.996227e-01	7.005196e+01	-1.001972e+00	-3.414228e-03	7.003263e-01
1	0.0368034	3.001480e-01	6.999444e+01	-9.945734e-01	-2.401226e-02	6.998010e-01
1	0.0553275	3.000403e-01	6.999968e+01	-9.920616e-01	-3.015106e-02	6.999087e-01
1	0.10568	2.998526e-01	6.999078e+01	-9.885367e-01	-3.668953e-02	7.000964e-01
1	0.100194	2.992900e-01	7.002552e+01	-9.938568e-01	-1.730633e-02	7.006589e-01
2	0.111063	2.994362e-01	6.998897e+01	-9.896042e-01	-2.500737e-02	7.005127e-01
2	0.0475751	2.993711e-01	7.004685e+01	-9.990487e-01	-4.871533e-03	7.005779e-01
1	0.0477893	2.989111e-01	7.010079e+01	-1.007357e+00	1.979946e-02	7.010380e-01
1	0.0478869	2.990536e-01	7.007666e+01	-1.003586e+00	1.046120e-02	7.008955e-01
1	0.069105	2.997379e-01	7.001076e+01	-9.934556e-01	-2.043609e-02	7.002110e-01
1	0.103625	2.984973e-01	7.011776e+01	-1.009287e+00	3.375045e-02	7.014518e-01
2	0.158841	2.987425e-01	7.012999e+01	-1.008875e+00	2.526928e-02	7.012067e-01
1	0.166257	2.983240e-01	7.015008e+01	-1.011172e+00	3.581410e-02	7.016251e-01
1	0.137934	2.977679e-01	7.014747e+01	-1.016206e+00	6.554492e-02	7.021813e-01
1	0.113453	2.977813e-01	7.015484e+01	-1.015053e+00	5.701525e-02	7.021678e-01
1	0.0959784	2.983132e-01	7.017213e+01	-1.022286e+00	6.805066e-02	7.016360e-01
1	0.122487	2.984783e-01	7.016617e+01	-1.021930e+00	6.699866e-02	7.014708e-01
1	0.132929	2.985348e-01	7.012206e+01	-1.016937e+00	6.175069e-02	7.014143e-01
2	0.205215	2.980979e-01	7.013951e+01	-1.019786e+00	7.712360e-02	7.018512e-01
1	0.157724	2.983878e-01	7.013218e+01	-1.021868e+00	7.950754e-02	7.015613e-01
1	0.140716	2.992646e-01	7.006335e+01	-1.015992e+00	6.011448e-02	7.006845e-01
1	0.105585	2.997486e-01	7.000430e+01	-1.008588e+00	3.961482e-02	7.002003e-01
1	0.0667093	2.998273e-01	7.002049e+01	-1.009200e+00	3.445178e-02	7.001217e-01
1	0.124075	2.998878e-01	7.002952e+01	-1.013429e+00	4.648945e-02	7.000611e-01
1	0.119049	2.996695e-01	7.004419e+01	-1.015624e+00	5.371343e-02	7.002795e-01
1	0.116073	2.998756e-01	7.002796e+01	-1.014002e+00	4.769546e-02	7.000734e-01
1	0.100419	2.991060e-01	7.002041e+01	-1.012198e+00	5.836260e-02	7.008429e-01
1	0.138127	2.989904e-01	7.003558e+01	-1.016311e+00	7.007008e-02	7.009586e-01
2	0.25823	2.992294e-01	6.997255e+01	-1.011034e+00	6.803593e-02	7.007195e-01
1	0.25353	2.994293e-01	6.995285e+01	-1.009948e+00	6.395225e-02	7.005195e-01
1	0.277415	3.005377e-01	6.991036e+01	-1.006025e+00	3.993667e-02	6.994111e-01
1	0.2761	3.006845e-01	6.992296e+01	-1.007981e+00	3.889306e-02	6.992643e-01
3	0.252541	3.011194e-01	6.991554e+01	-1.005667e+00	2.320176e-02	6.988294e-01
1	0.218526	3.012262e-01	6.992931e+01	-1.005672e+00	1.736106e-02	6.987226e-01
1	0.221224	3.012153e-01	6.991934e+01	-1.004459e+00	1.755262e-02	6.987335e-01
3	0.101955	3.003852e-01	7.000545e+01	-1.008675e+00	2.603638e-02	6.995637e-01
2	0.132288	3.005515e-01	6.998019e+01	-1.007592e+00	2.616452e-02	6.993974e-01
1	0.102212	3.000138e-01	7.002599e+01	-1.012915e+00	4.122418e-02	6.999352e-01
1	0.150641	3.007747e-01	7.004481e+01	-1.012858e+00	2.079609e-02	6.991743e-01
1	0.130249	3.005975e-01	7.007159e+01	-1.013523e+00	1.835486e-02	6.993516e-01
1	0.194504	2.992086e-01	7.013623e+01	-1.024787e+00	7.216311e-02	7.007406e-01
1	0.169745	2.991403e-01	7.015532e+01	-1.026012e+00	7.085787e-02	7.008088e-01
2	0.202003	2.986261e-01	7.022915e+01	-1.030897e+00	7.572973e-02	7.013231e-01
1	0.268647	2.973117e-01	7.030584e+01	-1.036267e+00	9.812611e-02	7.026377e-01
2	0.25151	2.967702e-01	7.029574e+01	-1.035598e+00	1.115564e-01	7.031792e-01
1	0.19044	2.969261e-01	7.023081e+01	-1.028691e+00	1.024652e-01	7.030232e-01
2	0.18048	2.969528e-01	7.020564e+01	-1.027049e+00	1.030621e-01	7.029964e-01
