3	0.0162712	2.995198e-01	7.007017e+01	-1.007803e+00	1.858610e-02	7.004293e-01
1	0.817255	2.966601e-01	7.044099e+01	-1.034351e+00	6.464305e-02	7.032894e-01
4	0.813878	2.991069e-01	7.016985e+01	-1.001052e+00	-4.065432e-02	7.008423e-01
1	0.517005	2.990631e-01	7.011636e+01	-9.929840e-01	-4.776481e-02	7.008860e-01
4	0.789072	2.965984e-01	7.028650e+01	-1.009773e+00	2.061688e-02	7.033509e-01
3	0.868138	2.957742e-01	7.021093e+01	-1.015684e+00	9.183173e-02	7.041750e-01
1	1.23282	2.961027e-01	7.007033e+01	-9.887880e-01	2.393190e-02	7.038463e-01
1	1.04131	2.982404e-01	6.983696e+01	-9.766179e-01	5.733856e-03	7.017083e-01
3	1.17406	2.968389e-01	6.993356e+01	-9.864942e-01	4.165153e-02	7.031100e-01
1	0.681357	3.014993e-01	6.965464e+01	-9.545163e-01	-9.126539e-02	6.984491e-01
1	0.363805	2.979662e-01	7.001001e+01	-9.893040e-01	5.284423e-06	7.019827e-01
3	0.41536	2.985474e-01	6.996105e+01	-9.819547e-01	-3.056387e-02	7.014015e-01
3	0.49259	2.986620e-01	7.015699e+01	-9.991343e-01	-1.663013e-02	7.012871e-01
3	0.52528	2.997483e-01	7.019443e+01	-1.010753e+00	-3.598658e-03	7.002009e-01
3	0.178682	2.997820e-01	7.011861e+01	-1.008315e+00	5.880782e-03	7.001671e-01
2	0.130157	3.012031e-01	7.002302e+01	-9.952137e-01	-4.697574e-02	6.987459e-01
3	0.328945	3.020002e-01	7.004368e+01	-1.003855e+00	-4.494385e-02	6.979488e-01
3	0.236825	3.013880e-01	7.003891e+01	-1.010855e+00	4.410114e-03	6.985610e-01
3	0.37285	3.001284e-01	7.022172e+01	-1.021339e+00	9.414980e-03	6.998209e-01
1	0.504923	3.022767e-01	7.009915e+01	-1.008163e+00	-4.302552e-02	6.976723e-01
2	0.471945	3.006942e-01	7.020649e+01	-1.022395e+00	1.164875e-02	6.992550e-01
1	1.0002	3.017725e-01	7.025160e+01	-1.030229e+00	3.952085e-03	6.981768e-01
1	0.521913	3.023303e-01	7.009607e+01	-1.008272e+00	-5.029131e-02	6.976188e-01
1	0.465805	3.016519e-01	7.013269e+01	-1.018805e+00	-4.354062e-03	6.982972e-01
2	0.619685	3.049435e-01	6.986899e+01	-9.754905e-01	-1.580585e-01	6.950052e-01
