10	0.248494	2.965724e-01	7.013632e+01	-1.018820e+00	9.526005e-02	7.033768e-01
5	0.393533	2.968508e-01	7.017537e+01	-1.013468e+00	5.459021e-02	7.030984e-01
2	1.55612	2.987475e-01	7.017710e+01	-1.000622e+00	-4.474946e-02	7.012017e-01
3	0.310428	2.961429e-01	7.029138e+01	-1.034662e+00	1.171779e-01	7.038064e-01
1	0.64587	2.986302e-01	7.029709e+01	-1.029379e+00	5.983725e-02	7.013192e-01
9	0.571315	2.982420e-01	7.036362e+01	-1.037626e+00	7.344031e-02	7.017075e-01
3	0.98495	2.965036e-01	7.047921e+01	-1.069040e+00	1.807073e-01	7.034460e-01
1	1.50195	2.961657e-01	7.032881e+01	-1.013918e+00	1.872241e-02	7.037837e-01
2	1.42539	3.066493e-01	6.977902e+01	-9.522113e-01	-2.671539e-01	6.932993e-01
2	0.91292	3.053375e-01	6.955525e+01	-9.516566e-01	-1.671988e-01	6.946107e-01
4	0.689795	3.036931e-01	6.967448e+01	-9.708336e-01	-9.711585e-02	6.962554e-01
7	0.88185	3.004016e-01	7.015285e+01	-9.879709e-01	-9.854457e-02	6.995476e-01
3	0.450062	3.006619e-01	7.002918e+01	-9.812338e-01	-8.982662e-02	6.992870e-01
2	0.544615	3.029563e-01	6.996207e+01	-1.000325e+00	-5.681451e-02	6.969925e-01
7	0.47931	3.049240e-01	6.975389e+01	-9.647411e-01	-1.649101e-01	6.950245e-01
1	1.05392	3.022580e-01	6.952316e+01	-9.440525e-01	-1.066681e-01	6.976902e-01
1	2.37382	3.052827e-01	6.928908e+01	-9.144649e-01	-1.980684e-01	6.946652e-01
8	2.14155	3.023254e-01	7.004000e+01	-1.006731e+00	-8.616759e-03	6.976236e-01
9	1.11126	2.989163e-01	6.982828e+01	-9.561088e-01	-8.964199e-02	7.010324e-01
2	2.21969	2.937288e-01	7.014745e+01	-1.046931e+00	2.578684e-01	7.062203e-01
3	0.245153	3.024117e-01	6.989355e+01	-9.978637e-01	-2.402757e-02	6.975371e-01
6	0.451539	2.997436e-01	7.022126e+01	-1.031147e+00	6.223067e-02	7.002056e-01
2	1.63736	3.073551e-01	6.954320e+01	-9.335216e-01	-2.484445e-01	6.925931e-01
5	0.971475	3.025382e-01	6.951609e+01	-9.560016e-01	-7.337122e-02	6.974100e-01
14	1.34336	3.022981e-01	7.010919e+01	-9.996285e-01	-1.004269e-01	6.976510e-01
5	0.80912	2.968790e-01	7.019614e+01	-1.016109e+00	5.117123e-02	7.030702e-01
8	0.505595	2.965292e-01	7.031837e+01	-1.022211e+00	5.855174e-02	7.034202e-01
1	0.356828	2.978206e-01	7.004413e+01	-9.998467e-01	3.702182e-02	7.021284e-01
2	1.64037	3.051276e-01	6.953528e+01	-9.580068e-01	-1.398351e-01	6.948207e-01
1	0.71892	3.024787e-01	7.005477e+01	-9.993132e-01	-8.192351e-02	6.974703e-01
1	0.807095	2.999656e-01	7.027319e+01	-1.046254e+00	8.889867e-02	6.999838e-01
2	0.87684	3.020754e-01	7.008075e+01	-1.029630e+00	4.665017e-02	6.978737e-01
5	0.204925	3.004652e-01	6.995289e+01	-1.005025e+00	1.739065e-02	6.994837e-01
1	0.2856	3.016020e-01	6.976939e+01	-9.734999e-01	-5.669067e-02	6.983466e-01
14	0.90383	2.987343e-01	6.994483e+01	-1.021323e+00	1.250054e-01	7.012146e-01
3	2.56295	2.899434e-01	7.027571e+01	-1.045965e+00	2.767135e-01	7.100059e-01
1	2.28959	2.943100e-01	7.036687e+01	-1.083846e+00	3.182501e-01	7.056395e-01
2	1.23149	2.968694e-01	7.026738e+01	-1.064912e+00	2.219201e-01	7.030799e-01
1	0.667275	2.952858e-01	7.033454e+01	-1.048397e+00	1.667453e-01	7.046636e-01
1	0.976585	2.983324e-01	7.044982e+01	-1.043974e+00	5.975578e-02	7.016172e-01
4	0.874245	3.004037e-01	6.994296e+01	-1.008538e+00	5.489531e-02	6.995452e-01
1	0.58984	2.970559e-01	7.027651e+01	-1.035866e+00	1.003693e-01	7.028934e-01
2	2.06306	2.918835e-01	7.019673e+01	-1.025901e+00	2.005602e-01	7.080657e-01
3	1.33567	2.919400e-01	7.046701e+01	-1.050764e+00	2.165247e-01	7.080096e-01
11	1.11221	2.958628e-01	7.008934e+01	-9.882122e-01	1.173493e-02	7.040862e-01
2	0.497672	2.951630e-01	7.031036e+01	-1.030129e+00	1.205799e-01	7.047864e-01
3	0.64626	2.984983e-01	7.004584e+01	-9.964937e-01	-9.406287e-03	7.014506e-01
3	0.58309	3.017281e-01	6.986732e+01	-9.821091e-01	-4.884200e-02	6.982207e-01
21	0.127881	3.005853e-01	6.995272e+01	-9.885185e-01	-3.505175e-02	6.993636e-01
12	0.573485	3.025128e-01	6.987189e+01	-1.005952e+00	1.087103e-02	6.974359e-01
7	0.676515	3.019765e-01	7.002661e+01	-9.768058e-01	-1.367440e-01	6.979725e-01
3	0.179481	3.000896e-01	6.987143e+01	-9.807457e-01	-3.981971e-02	6.998591e-01
7	0.169992	3.023359e-01	6.983850e+01	-9.731272e-01	-9.649089e-02	6.976128e-01
3	0.08128	3.017281e-01	6.988502e+01	-9.869172e-01	-4.653295e-02	6.982206e-01
32	0.156031	2.991463e-01	6.994437e+01	-9.885133e-01	-1.234936e-02	7.008026e-01
2	0.821855	3.001217e-01	6.990135e+01	-9.717602e-01	-9.194242e-02	6.998270e-01
